B00ZGTMHVU,A1HGH7NF01K3W7,5.0,1451001600
B013CG1EVC,A3GDQGSD4C0HOB,5.0,1496966400
B013CG1EVC,A1C88HIIEVN0QN,5.0,1445904000
B013CG1EVC,A1G5MTDE3A5LSL,5.0,1440892800
B013CG1XS6,A3SOHSDN51M5NQ,5.0,1441497600
B0096E8EPY,AYRFEPLLS7A7O,3.0,1368403200
B0096E8EPY,A7WT61P4D6W0H,1.0,1368403200
B0096E8EPY,A2KH4WTPYWYQST,4.0,1368403200
B0096E8EPY,A204ETWOV23HO4,3.0,1368403200
B0096E8EPY,A1XT4N33B6MOP9,5.0,1368403200
B0096E8EPY,A1JEJEDR7NDZ7C,3.0,1368403200
B0096E8EPY,A3LX65FO3T9Z8N,4.0,1368403200
B0096E8EPY,AEBFJCJ8VJ2ER,1.0,1530316800
B0096E8EPY,AFF66CR0AIZ9L,1.0,1530316800
B0096E8EPY,A3CSF812HBOILD,1.0,1530316800
B0096E8EPY,A14EMSXTHPF14S,5.0,1530230400
B0096E8EPY,AROTRS7C5TAPW,2.0,1530230400
B0096E8EPY,AZQ5DKZ6N20C7,2.0,1530230400
B0096E8EPY,A3TS52X4ML22ZF,4.0,1530230400
B0096E8EPY,A3QOY3G7PLH5Z9,5.0,1530230400
B0096E8EPY,A3KLTIBZ21V7DF,1.0,1530230400
B0096E8EPY,A1CT9NQFB0HDAD,3.0,1530230400
B0096E8EPY,A5NRBQ5FGOYCT,1.0,1530144000
B0096E8EPY,A1PTN7PV1IH51F,1.0,1530057600
B0096E8EPY,A1U7XHB7QSDN6V,1.0,1530057600
B0096E8EPY,AVY9BW3MC8EZU,5.0,1530057600
B0096E8EPY,A3FWHYTIV3REL0,3.0,1530057600
B0096E8EPY,A2JQQS2DV4YOUF,2.0,1530057600
B0096E8EPY,AKI2ACV55TBWD,5.0,1530057600
B0096E8EPY,A13AS4QGHBWYHM,5.0,1530057600
B0096E8EPY,A2R7FZLIFQ66KO,1.0,1529884800
B0096E8EPY,A10FMB07R5VG1U,5.0,1529884800
B0096E8EPY,AMBTECOJGBV7R,1.0,1529884800
B0096E8EPY,A3G6QZJBB466TC,1.0,1529884800
B0096E8EPY,AI1FFK86K6FHX,5.0,1529798400
B0096E8EPY,A1FE65RPO8P4GS,2.0,1529798400
B0096E8EPY,A1Z696WJLWDJXR,5.0,1529712000
B0096E8EPY,A2Y9EUNEKBYQ0E,3.0,1529712000
B0096E8EPY,A2P5A0TIRUEVB9,5.0,1529712000
